episode,reward,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38
76,2.693307278766776,0.4817163944244385,-0.0786774754524231,0.06228935718536377,0.10038906335830688,0.6952539086341858,-0.42602643370628357,-0.3677060902118683,0.7263521552085876,0.6487986445426941,0.15767589211463928,0.6854352951049805,0.3376440405845642,0.015852945518638493,0.028103581293136767,0.05328759223773408,0.22519896140957818,0.02616596300633038,-0.0520750815841536,-0.023506727143987032,-0.03903287655994158,-0.06660677914928079,-0.22950574721889241,0.10086499861116566,-0.06765991940328221,-0.20074141030887271,-0.431217370592461,0.05209119691509528,-0.14640072585973715,0.08751066784103327,-0.001028025915618001,-0.052253158068410535,0.028242326783851548,-0.012938983054663898,0.1443474452765575,0.10636038753013455,-0.2717575965307066,-0.3144330090445738,-0.1577615482713071,0.030625143787161115,-0.230641969204536,0.15252087821309296,0.2906806513480153,0.030480239220353464,-0.08942042451029232,-0.23793352248073835,-0.5118807149481038,0.13732435752337205,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.07600000000000005
77,2.6253581931978,0.3286096155643463,-0.17942161858081818,-0.15210150182247162,0.01345090102404356,0.6998035907745361,-0.5832518935203552,-0.6092873215675354,0.43418648838996887,0.9020931720733643,0.3627045154571533,1.1191151142120361,0.38986483216285706,0.010437583648064646,0.029235098731467568,0.053025394584869254,0.22701939893128253,0.03907248374396352,-0.08499938422954995,-0.01569817415064867,-0.02904439031355227,-0.09059785597008096,-0.12598521186502326,0.08684627087682444,-0.07580106535994925,-0.2686848366699689,-0.3908208908721413,0.024756017872924672,-0.14094068080454317,0.09273417574479591,0.061473758689217645,-0.045607632173859367,0.044673474442526104,0.006951153298771097,0.14723847908584012,0.08043902393998095,-0.09401545527720408,-0.33974572871486225,-0.12329986402501618,-0.010383005868330563,-0.2368109742509502,0.20411535763440877,0.3083038840885104,0.015227768187130036,-0.12271123032827766,-0.23793352248073835,-0.5118807149481038,0.13732435752337205,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.07700000000000005
78,2.615563013163893,0.001664862036705017,-0.19359572231769562,0.30591723322868347,-0.0032629501074552536,0.5479704737663269,-1.151952862739563,-0.33940446376800537,0.6962909698486328,1.1697672605514526,0.7525992393493652,0.758834958076477,0.5039991140365601,0.0027096661869191034,0.0334558674628262,0.05202362422118813,0.22678118715437212,0.0622002116018279,-0.12399566834987498,-0.006688770064439087,-0.01706719300371981,-0.10176562593254147,-0.04861625864572425,0.06924771632910778,-0.09880973723613665,-0.3323705020127448,-0.3742671959574543,-0.00434663152900484,-0.15890254269003032,0.10640436943241562,0.12801281170184142,-0.03642442929433346,0.05578393688302915,0.024708597040607735,0.12075080403318324,0.07673348172080104,0.008734312168550876,-0.35893501446941284,-0.09143739233204815,-0.05224214659755097,-0.2408962220642291,0.2578004857233071,0.31766703371235944,-0.00486154622205146,-0.15339937639808202,-0.23793352248073835,-0.5118807149481038,0.13732435752337205,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.07800000000000006
79,2.304925249579709,0.19167521595954895,-0.06638552248477936,0.7765637636184692,-0.12545397877693176,0.494545578956604,-1.0735112428665161,-0.34471559524536133,0.3427627682685852,1.603842854499817,0.7658419013023376,0.8698523044586182,0.571011483669281,-0.007646648489558229,0.04058027130147274,0.05024668389696033,0.220952757659258,0.08070772978008346,-0.16769810374707306,0.003004830655084787,-0.0020801363075898765,-0.10497860632406467,-0.010007859045147192,0.04570581342732735,-0.13154666038921742,-0.3900788414458253,-0.32760768126604306,-0.03685768810713324,-0.17863182616929882,0.12869458002803952,0.19347182345417419,-0.02542731152512219,0.06525871764556188,0.04028200060914594,0.0788564982735486,0.09193564189709308,0.06201879596554891,-0.3723866691226028,-0.061826635116553494,-0.09376726838966346,-0.23788869798754042,0.3121130402017236,0.31745667130992256,-0.02984414908455279,-0.18532149304130727,-0.23793352248073835,-0.5118807149481038,0.13732435752337205,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.07900000000000006
80,2.2049733721533324,0.22677287459373474,-0.23639586567878723,1.0620533227920532,-1.0172271728515625,0.6209009885787964,-1.0527713298797607,-0.07007840275764465,0.199085995554924,1.5411897897720337,-0.3412535786628723,-0.20168596506118774,0.6275163888931274,-0.00654292714297848,0.048078055187783006,0.04825987918999372,0.20490403518696784,0.2081511782606055,0.07344463008710944,-0.0011456518065282649,-0.009060484939937042,-0.10594778697158486,0.03262051817426978,0.04128203598753508,0.010225634271165813,-0.4143552769573493,0.04883797821730199,-0.058593593953888246,-0.12922444505154193,0.15131966578228334,0.1969189236694953,-0.024915946620820195,0.010151485450516886,0.010143221674771925,-0.2033059083585422,0.11697023371190794,0.1475273665611077,-0.3722176393297056,0.049816559729469655,-0.09855957774650091,0.09394585681739424,0.3688635659827685,0.3518898938547453,-0.06396752278669268,-0.26790064496884936,-0.23793352248073835,-0.5118807149481038,0.13732435752337205,0.2572228803167308,0.1716759142708999,0.2194090290465463,0.08000000000000006
81,2.335155102030316,0.7432807087898254,0.5341694951057434,0.9629095196723938,-0.7965555191040039,1.2867624759674072,-1.1302621364593506,0.2194216251373291,0.780037522315979,1.2818315029144287,0.09641167521476746,-0.7697067260742188,0.31340333819389343,0.002316875886062998,0.05189469900166307,0.047202322091660504,0.17355303454255047,0.16093633032469307,0.1809746650477691,0.007573192590686436,-0.014958360850378478,-0.11329987244154267,-0.10944670669786734,0.049994365172484005,0.0374270853036302,-0.3697358007991523,0.2250075945214204,-0.0837285972550021,-0.0760265763761303,0.16841083832900045,0.090152039187142,-0.017186108300159823,0.013121576162806143,-0.028696341931893615,-0.32328900180167747,0.1282474474516597,0.030986073130075738,-0.3557911541400959,0.10685305449278144,-0.10013613050525198,-0.0631882288965868,0.4055068565425814,-0.03253162776912244,-0.06914518673100362,0.11714447913976477,-0.23793352248073835,0.1404218903850777,0.13732435752337205,0.2572228803167308,0.1716759142708999,0.2194090290465463,0.08100000000000006
82,2.348576109299618,0.9414296746253967,0.023975789546966553,1.2441881895065308,-0.8293727040290833,0.6119304299354553,-0.8506518006324768,0.4887489974498749,0.498284250497818,1.1528114080429077,0.09973587095737457,-0.5071079134941101,-0.41224613785743713,0.01168147947369511,0.053038879261938135,0.04687915750735446,0.15851811864118606,0.1551343562822532,0.13355000159623964,0.014678423143266707,-0.020318338623202512,-0.11948678883236798,8.10306340608106e-06,0.06780461520636251,0.10584950888624925,-0.33086360176927465,0.2435722266257496,-0.09870105574638606,-0.0777695304366275,0.18672335399729167,0.16201889386510518,-0.015531509785893103,0.01868012591930187,-0.07047739027774318,-0.27918284618250006,0.13432470599416904,0.028311461205224722,-0.32231666178572904,0.22407280240425456,-0.10406412806514166,-0.01008668049896719,0.3886556581405323,-0.138745671083911,-0.03253681559246588,0.2996675271022427,-0.23793352248073835,0.1404218903850777,0.13732435752337205,0.2572228803167308,0.1716759142708999,0.2194090290465463,0.08200000000000006
83,2.3165279617414365,0.8931053876876831,0.41974174976348877,1.2718722820281982,-1.0328813791275024,0.6114528179168701,-0.5378280282020569,-0.2602492570877075,1.0619375705718994,0.979989230632782,-0.13167700171470642,-0.706369161605835,0.13247603178024292,0.018775630107723092,0.056367977488789425,0.04592307913586458,0.14738194991442508,0.13434571541548612,0.11848839480040153,0.020421791131425004,-0.02428121726954914,-0.10749767261374263,0.12264286087520465,0.09022262996641743,0.10490338707666183,-0.2892968995981106,0.252127724934641,-0.11209899114121712,-0.056574827046299625,0.21182068328642037,0.20690316080351043,-0.014611023386664519,5.590087461685794e-05,-0.10654493912464738,-0.2490344139258591,0.14102001474199768,0.03271124685891831,-0.2675781902120339,0.3326745877660218,-0.10004471327834656,0.027190233372488264,0.35677066961934767,-0.21976447900296964,-0.011079415073501738,0.032754722163934796,-0.23793352248073835,0.1404218903850777,0.13732435752337205,0.2572228803167308,0.1716759142708999,-0.3485424771702926,0.08300000000000006
84,2.3819005221057674,0.5328946113586426,0.7483298778533936,1.2527377605438232,-1.0872117280960083,0.2837762236595154,-0.25369900465011597,-0.01640908420085907,0.25740963220596313,0.8588284850120544,0.4372800588607788,-0.600398600101471,-0.16506464779376984,0.025737725030579767,0.059817638096972735,0.04490722926296174,0.13783143822070582,0.1302110921163191,0.11046282014412476,0.025637001775770236,-0.02844547916122751,-0.08071851157661361,0.22061826031292492,0.1228319383984203,0.17944579946961964,-0.24796257410524516,0.25163591609877,-0.12109408371992113,-0.03740653405938117,0.23931942609132706,0.21045717124426316,-0.015502677588021515,0.008238001706667485,-0.14161923815391247,-0.2458638314494394,0.14616826980285444,0.019491501276014022,-0.1940239220106624,0.4316743302365147,-0.10700629456570888,-0.09404849435743379,0.30713784965681123,-0.33333018817118165,0.0008554452064679723,0.08642934617065365,-0.23793352248073835,0.1404218903850777,0.13732435752337205,0.2572228803167308,0.1716759142708999,-0.3485424771702926,0.08400000000000006
85,2.407223476998479,0.6169708967208862,0.4302152991294861,1.0859583616256714,-0.9308205842971802,0.3661898672580719,-0.8126174211502075,-0.33716660737991333,0.6937317252159119,0.8793222308158875,0.5940982699394226,-0.31531956791877747,0.44866544008255005,0.03097756345045095,0.06381456354607153,0.0436983838532744,0.1291481769034752,0.12767391591083077,0.08257812832296875,0.031511345786935915,-0.0332088445308549,-0.04141945876775691,0.29108040757767845,0.1750425113391902,0.28964061464104157,-0.20591887834527747,0.2538802980877049,-0.1274335453630417,-0.020682283835259312,0.2655656562670102,0.18952103952303576,-0.011572849018124009,0.03392198957295175,-0.17530750887074018,-0.238702099870627,0.1496496422372206,0.008709422325409116,-0.103561032374924,0.5156649019577476,-0.11293161603863965,-0.011547168841102278,0.24045160270302154,-0.4276885629650223,0.0008181573636672192,-0.07080656262263488,-0.23793352248073835,0.1404218903850777,0.13732435752337205,0.2572228803167308,-0.43353058801804634,-0.3485424771702926,0.08500000000000006
86,2.4780706662577874,0.44808268547058105,0.5806652903556824,1.0864471197128296,-0.7151223421096802,-0.5284789800643921,-0.39424240589141846,-0.254452109336853,0.9112827181816101,0.84382164478302,0.105460524559021,-0.2857531011104584,0.10408979654312134,0.03511403976125917,0.06759234904677548,0.04252420591440658,0.12230229316164043,0.11881812543068941,0.06620460238175951,0.03601810847020001,-0.03785442419316448,0.008948893702495157,0.37320947907324065,0.2426574397968963,0.34244664028355515,-0.16484891934003534,0.24574557813917408,-0.12912568564960192,0.006592780725735385,0.2881287254491377,0.16388188570888113,-0.005915380366018426,0.04139598312970643,-0.20863892136014717,-0.23577933582184943,0.15150862112546692,0.0008449124008464057,0.002840489136469121,0.6042471689202007,-0.10035551318978611,0.10016764198721172,0.16198709070679382,-0.4817554117957178,0.008320916852261582,0.10415286491219089,-0.23793352248073835,0.1404218903850777,0.13732435752337205,0.2572228803167308,-0.43353058801804634,-0.3485424771702926,0.08600000000000006
87,2.659441699354146,0.5860287547111511,0.7047104835510254,1.1690276861190796,-1.2220582962036133,-0.1721554845571518,0.014511526562273502,-0.04835197329521179,0.11295828223228455,0.23888686299324036,1.1069475412368774,0.1844005435705185,-0.29505854845046997,0.03730423905361284,0.07065927682391372,0.04154820370911238,0.1250947744576697,0.10947900073229888,0.02681298952585016,0.03939586909670544,-0.04248389429485108,0.06973934759833451,0.42693524587682175,0.316286366468274,0.2617165371768395,-0.1253778876001586,0.23212039944475288,-0.1253714419754718,0.04101031335767896,0.30274185048368346,0.07524345474759392,-0.000663558559352345,0.03394623523668413,-0.24303337281138734,-0.24869023750610847,0.15144579088088417,-0.010885548352663553,0.1249393105364062,0.6822279757041072,-0.09922638999543489,-0.06465371833699735,0.07411101730404895,-0.5379314517574098,0.02061042810045934,0.04666966400543755,-0.23793352248073835,0.1404218903850777,0.13732435752337205,0.2572228803167308,-0.43353058801804634,-0.3485424771702926,0.08700000000000006
88,2.5740718698175025,0.7943706512451172,0.8919796347618103,1.0529499053955078,-1.0528318881988525,-0.75397127866745,0.14059261977672577,-0.8015946745872498,0.08036752045154572,0.20180216431617737,0.7376455068588257,0.09861006587743759,0.2591736912727356,0.037959703826744406,0.07327847184994768,0.04069878426125494,0.1364060316225854,0.08225155808925315,0.02600335554638395,0.043954862315169284,-0.04919111306565254,0.1148229751619662,0.28159905631217,0.34702269739250885,0.13457794490994188,-0.08628177867837054,0.24458177521321384,-0.11571299893495389,0.0667483020275379,0.3060333146644444,-0.04232439703745037,0.013420452599931172,0.11939794775120051,-0.2793744264447462,-0.26584138983033984,0.14998066106072597,-0.020448813564455746,0.25362926771870986,0.6965990238918096,-0.08887865626846488,0.11748731460387257,-0.01299519973450978,-0.490191693837129,0.0006603668351192006,-0.2461395320229048,0.3230323106973156,0.1404218903850777,0.13732435752337205,0.2572228803167308,-0.43353058801804634,-0.3485424771702926,0.08800000000000006
89,2.1735399608494506,0.7247945666313171,0.9724628329277039,1.0103580951690674,-1.0211738348007202,-0.4373845160007477,-0.4500410258769989,-0.2112647145986557,-0.39202263951301575,-0.3637326955795288,1.100414752960205,-0.15192590653896332,0.18942607939243317,0.03776506894014861,0.07572520616908836,0.03989186899218006,0.16231658564393675,0.09038143049651289,-0.006270044891083206,0.05294105827662039,-0.061655095688863175,0.1598586966464133,0.3187248677254604,0.3766326960456055,0.1381711255048283,-0.04518212021400185,0.24959237890265762,-0.10117088561369707,0.0975918885491667,0.28210193992352656,-0.22289449524492536,0.051410052230386076,0.21627000234385144,-0.3194925087523972,-0.2969749119204896,0.14497847691279894,-0.046860685806347675,0.38524739372849365,0.7114318087633645,-0.05966427036755362,0.17903602341451633,-0.0917708267035398,-0.4477025339756962,-0.02892762359366425,-0.1783184056249197,0.3230323106973156,0.1404218903850777,0.13732435752337205,0.2572228803167308,-0.43353058801804634,-0.3485424771702926,0.08900000000000007
90,1.954656968775223,-0.22746291756629944,-0.917123019695282,1.4630416631698608,-0.46942341327667236,0.5174592733383179,-0.35109782218933105,1.774880290031433,-0.9247851371765137,-0.8434725403785706,0.6736249923706055,0.10154393315315247,0.2534444034099579,0.036053445867660044,0.07644802621806526,0.0396509234287065,0.22445551562256866,0.18961741373064359,-0.012828678123970585,0.06336379756918176,-0.07513165440710375,0.2054087885794138,0.2684781951103926,0.40799762801562683,0.18659996696908074,-0.004695092880907896,0.22644940934412633,-0.08213125878379894,0.10840373110482537,0.25056413050553605,-0.3054316854271618,0.09757247102674893,0.2510122991229801,-0.36612589121262584,-0.4229369947156465,0.13121006278679115,-0.18027255673813083,0.48267008378373966,0.0006554322115759977,-0.005566485111029056,0.3746982357476156,-0.16882071878796642,-0.4710850498646298,-0.04860028267887473,-0.07781128652459639,0.3230323106973156,0.1404218903850777,0.13732435752337205,0.2572228803167308,-0.43353058801804634,-0.3485424771702926,0.09000000000000007
91,2.429603968260679,-0.5386105179786682,-1.337165117263794,1.2552752494812012,-0.4377785623073578,0.6478186845779419,-0.45425480604171753,0.45724865794181824,-0.15581582486629486,-0.8318291902542114,-0.011393565684556961,0.4346698820590973,0.04815547168254852,0.030556177843258512,0.07836920339105205,0.03900525838788789,0.20646536407720803,0.20928670111380213,-0.11382104779233375,0.07732409607919319,-0.08564757994049566,0.2519631426924554,0.31231292125414767,0.4221917643841066,0.012000865522041056,0.04282034336919947,0.297119301361162,-0.06473263433176221,0.11545290411254394,0.22308129489763667,-0.19294473680347868,0.15909202734020716,0.32591715100883745,-0.34857272829208186,0.1802445753829042,0.08457578730885712,-0.3651119869587609,0.4762055151179209,-0.07091157135596175,0.08887720502066412,0.6214143224937964,-0.2415953090766408,-0.41637341874431966,-0.05236294562755188,-0.002820470166829542,0.3230323106973156,0.1404218903850777,0.13732435752337205,0.2572228803167308,-0.43353058801804634,-0.3485424771702926,0.09100000000000007
92,2.49271620616208,-0.661418616771698,-0.9016278982162476,0.886993408203125,-0.6601299047470093,1.289887547492981,0.25962144136428833,0.003844216465950012,0.12281634658575058,-0.7491353154182434,0.841084897518158,0.15686456859111786,-0.043690621852874756,0.02728510471039282,0.08133726108609168,0.03799206502615896,0.20950461991451366,0.16174684884916943,0.0244188531733312,0.07205287925888057,-0.09022419712896158,0.2933367370173058,0.25448274151702854,0.39454063865808886,-0.22602394502786496,0.08515091487816384,0.23423179896548144,-0.03639161196233833,0.1898255725372181,0.2026301569073705,-0.14263186782924275,0.17800727986079404,-0.06437841439500214,-0.3181384235215555,0.2419354319174015,0.046896138485499714,-0.1594666024729436,0.44428012374249287,-0.18111422285612433,0.12635947247258078,0.16463933365563563,-0.3037282971646757,-0.33483390078535463,-0.06623425559312746,-0.15394191238593696,0.3230323106973156,0.1404218903850777,0.13732435752337205,0.2572228803167308,-0.43353058801804634,-0.3485424771702926,0.09200000000000007
93,2.548418268086019,-0.2947732210159302,-0.18015803396701813,0.6702294945716858,0.10470061004161835,1.1494193077087402,0.3493022620677948,0.3566317558288574,0.7977203726768494,-0.9904971122741699,0.4615808129310608,0.8398507833480835,0.3813251256942749,0.026118876035891938,0.08453502006187115,0.03687898684429105,0.2143513918457079,0.1551195151108813,-0.03449917096893705,0.05554701458391713,-0.08745055024271396,0.32317204802689653,0.17307560460662386,0.3312458662327968,-0.3675766357028912,0.12316379140972979,0.2309405161562708,-3.6885931278243605e-05,0.21592053183238935,0.19211729103655822,-0.0445219462652968,0.16573777502089582,-0.05021982573476173,-0.28471360996394396,0.2475858738415496,0.024874576693086306,-0.10950460576272666,0.40906745992699955,-0.18754463525213266,0.15507477866961913,0.1461454944332446,-0.3564452686763212,-0.2934261328293211,-0.09582149057990091,-0.23786653180112372,0.3230323106973156,0.1404218903850777,0.13732435752337205,-0.29968354220892324,0.1716759142708999,-0.3485424771702926,0.09300000000000007
94,2.5309679182339826,-1.1938576698303223,-0.4009859263896942,0.20834912359714508,-0.13169682025909424,1.184853196144104,-0.18425559997558594,0.6711243391036987,0.2540026307106018,-1.1432888507843018,0.6740310192108154,1.0169998407363892,0.36520054936408997,0.021004698899393232,0.0894951667327855,0.03510868779799803,0.23225467924713936,0.14826658979296525,-0.07772335507328415,0.035904638147795716,-0.08501292369714676,0.34850077564877957,0.16859924060115475,0.2520081223459814,-0.4044842752242979,0.1635769408689124,0.2490357427774809,0.04157737400945722,0.24677613781090654,0.19533244366410843,0.060491589310868406,0.16234769998089693,-0.00043103454842768945,-0.24592223310290973,0.3019918915271243,0.029916421649095786,0.10709434574851079,0.372480197675466,-0.1918416792342392,0.179009094519776,0.13552510654560684,-0.38973190481358494,-0.13890104902988878,-0.1112109290606278,-0.03354797878822474,-0.23793352248073835,0.1404218903850777,0.13732435752337205,-0.29968354220892324,0.1716759142708999,-0.3485424771702926,0.09400000000000007
95,2.563612559920034,-0.3680950403213501,-0.0823606550693512,-0.41466808319091797,-0.592172384262085,0.9379128217697144,-0.4675854444503784,0.3147013783454895,-0.11669772863388062,-1.008723258972168,1.2399605512619019,0.7289308309555054,0.1755329966545105,0.013191139214245409,0.095550936168033,0.03287456190074047,0.24179495890112887,0.1381374903316375,-0.13277540543975414,0.012975061161264078,-0.08047647508906307,0.36358137133345997,0.06317153803368221,0.16036769215299482,-0.47806896497788354,0.2042214250847871,0.24490037405145712,0.08953162008468452,0.2817320025129824,0.21106050556997683,0.15518890809145958,0.14957636704060812,-0.09077277502367094,-0.19698568328893626,0.3889538121314304,0.05744465933872826,0.18846201826221382,0.3361213315239866,-0.1964199959058929,0.20324834933279276,0.1249006792327835,-0.3966170086212597,0.01798527085403751,-0.09610065545805388,0.16525729318713547,-0.23793352248073835,0.1404218903850777,-0.5210562819042032,-0.29968354220892324,0.1716759142708999,-0.3485424771702926,0.09500000000000007
96,2.5150140517806054,-0.525094747543335,-0.4320446848869324,-0.7209876179695129,-0.6671833992004395,0.510784387588501,0.15932399034500122,0.7956712245941162,-0.30737143754959106,-0.9560737013816833,1.0455985069274902,0.5796129703521729,-0.42104023694992065,0.0012089155367851496,0.10159195668726514,0.03056618651617216,0.25051166755064824,0.13026933072071042,-0.19997564841399335,-0.015166909821490196,-0.0743048557067509,0.36925666468441387,0.022220862420666055,0.059284670465284954,-0.5060133736297603,0.24276067384129296,0.22642033690062655,0.1446788719483531,0.3223158466005997,0.23747820386475213,0.2295820450336395,0.11038830905195751,-0.24556402492929216,-0.14067291912849986,0.4203198266138582,0.08945767223100369,0.17766035257750803,0.29804691461138605,-0.20919383065675934,0.22622493020491538,0.11893559507357908,-0.3817036586011724,0.1289285538518082,-0.06201852114153622,0.24551510544067787,-0.23793352248073835,0.1404218903850777,-0.5210562819042032,-0.29968354220892324,0.1716759142708999,-0.3485424771702926,0.09600000000000007
97,2.562674717072472,-0.32514363527297974,0.012150987982749939,-0.9555130004882812,-0.5832765102386475,-0.33641761541366577,-0.2148350477218628,-0.19402886927127838,0.1683058738708496,-0.8349616527557373,0.9328626394271851,0.5339632630348206,0.21598803997039795,-0.012878152599039927,0.10667509823296706,0.028561848835457745,0.2429243782472486,0.1042652308194365,-0.11010547936096236,-0.044718700542145155,-0.06704762228400332,0.3667642790061244,-0.046121690222706416,-0.048761288730404674,-0.47010167684312043,0.2768348848865479,0.18903873879133565,0.20168406893332466,0.23913101465496614,0.2702039297943893,0.2606371733062581,0.05938570352007986,-0.2014176045874023,-0.07566895740676201,0.493862306295361,0.11294916076344613,0.08013243726088208,0.2567649189230249,-0.24161215844403847,0.2473938282910859,0.09079892797246993,-0.34711259086879326,0.292384223090121,-0.04090459492311387,0.22930576332753935,-0.23793352248073835,0.1404218903850777,-0.5210562819042032,-0.29968354220892324,0.1716759142708999,-0.3485424771702926,0.09700000000000007
98,2.4765784140965614,-0.673401951789856,0.7691512703895569,-1.8439961671829224,0.27115288376808167,-0.6863552331924438,-0.49254441261291504,-0.36483287811279297,-0.36793556809425354,-0.8992671370506287,0.665244996547699,0.37016719579696655,-0.2836928963661194,-0.007087603065932592,0.10828223742173594,0.02791644944575653,0.2397372369777162,0.07606352591096092,0.10275202467890794,-0.042271046520755154,-0.06916662022034152,0.3534715818377618,-0.11453606754360551,-0.11043533716276084,-0.28648399675355174,0.29569146009459224,0.07149882975446226,0.20451789581229715,-0.024946296339745398,0.2967028121171343,0.17018294892667543,0.02039104304330638,-0.22150170471484418,-0.01708203841623189,0.39264863412215667,0.128407846419367,0.10371262233859177,0.20222496484044825,-0.3084925665536812,0.2579237221659158,0.04453848141810418,-0.298369585729505,0.2882928265303049,-0.003321083741835615,0.21633282835218962,-0.23793352248073835,0.1404218903850777,-0.5210562819042032,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.09800000000000007
99,2.3608677188702436,-0.3840799331665039,0.6098731160163879,-1.419189453125,-0.10195811092853546,-0.8509979844093323,-0.6038032174110413,-1.4274520874023438,0.07263930886983871,-0.8176053762435913,0.7790150046348572,0.6041585803031921,-0.1744692325592041,-0.0013257206866649474,0.10498454607241209,0.02923474311580892,0.2508690161285206,0.05641364177130808,0.09633439586316755,-0.04005603745363577,-0.07534334081087826,0.3258137657814185,-0.23333777198253244,-0.14751699103189558,-0.12591661831212528,0.29216065059714913,-0.07314715934576262,0.20642055382300092,0.04779560465280207,0.3051879044667387,-0.03760049620791457,-0.02950277965862746,-0.07856477693657192,0.02445604574345672,0.24707681779483617,0.13981749277045488,0.04134444212572223,0.13753544406082185,-0.37013637955885814,0.26462396536765964,0.021663739041245654,-0.2502907470799319,0.278957271198307,0.026906184960170304,0.17323705592000146,-0.23793352248073835,0.1404218903850777,-0.5210562819042032,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.09900000000000007
100,2.269225966290694,-0.9294037222862244,0.9758943915367126,-1.2366849184036255,0.5396836996078491,-0.5583614110946655,-1.1506016254425049,-1.5240994691848755,0.35963448882102966,-0.4465467631816864,0.20375186204910278,0.5560890436172485,-0.3238945007324219,0.004330186625150209,0.09641481004637574,0.032549404933054,0.27277479307716274,0.040952043026142686,0.09868260018104671,-0.039832832858155344,-0.08464679065872427,0.28417122295901753,-0.31514440304608665,-0.1564356434581586,-0.002436015026586057,0.26589660882096056,-0.20440593382492872,0.21131772975655005,0.02444545525823043,0.26658300033507176,-0.42055756931469634,-0.02703052958420749,0.061608826060306314,0.039494161970863896,0.030789651819643056,0.15197031682493087,0.08048124589074539,0.062231049045642486,-0.4222841660348842,0.2653517408118416,-0.01901311966596525,-0.2034157751014812,0.2714610693390631,0.05049852271028802,0.13031019988795406,-0.23793352248073835,0.1404218903850777,0.13732435752337205,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.10000000000000007
101,2.499194634985495,-0.5609639883041382,0.4032554030418396,-0.7173886895179749,-0.10985049605369568,0.13772931694984436,-1.091392993927002,-0.4929537773132324,-0.12707048654556274,-0.21890340745449066,0.07119995355606079,0.47890704870224,-0.27365803718566895,0.010348564591404555,0.08400667632511312,0.037064411324229905,0.2849731773603986,0.04598331561671683,0.10598164566250254,-0.04123753084634627,-0.09384006539895551,0.22656843758843243,-0.44091640271092747,-0.13500062850873246,0.15958581323656634,0.22041074170021974,-0.310945949743552,0.22376135310135511,0.10500523721574667,0.20933568533231345,-0.4575224037949377,-0.014229551230209657,0.07502766509770853,0.027471150284719487,-0.1534962221415546,0.17602658780543412,0.16780219550498648,-0.020530798531573226,-0.45080469452132915,0.25559074232144574,-0.08934199696753918,-0.15797737716373375,0.26224194076367147,0.06862374600442121,0.09880725671847279,-0.23793352248073835,0.1404218903850777,0.13732435752337205,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.10100000000000008
102,2.56391583404061,-0.023068279027938843,0.1974015086889267,-0.5522158741950989,-0.4028054475784302,0.7558624148368835,-1.1906102895736694,-0.4217764139175415,-0.17402660846710205,0.024437949061393738,-0.1750066578388214,0.376842737197876,-0.39838895201683044,0.016401141969257127,0.06897726918150959,0.04208601439627028,0.2843769987554811,0.02429098023322213,0.10223384981968063,-0.04332574047310502,-0.10182861242878981,0.15356695223262692,-0.5351366479104094,-0.09226403355623318,0.22887215370575267,0.16009554286098954,-0.39258517819657873,0.235911916892463,0.057797078642477816,0.14853809175424298,-0.4821660509639507,0.0014267018576253263,0.08592588977511331,-0.0026395790236137164,-0.25387949051259867,0.2034879194362145,0.1490792197763938,-0.10167368938519072,-0.432547465264258,0.23510643017125507,-0.14215745578420375,-0.11437555809733477,0.24927637211213513,0.081536923057635,0.06127423123077671,-0.23793352248073835,0.1404218903850777,0.13732435752337205,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.10200000000000008
103,2.5168794499569382,0.7709963917732239,-0.2678816318511963,-0.17038431763648987,-0.06524813175201416,1.0098505020141602,-0.8785372376441956,0.008628249168395996,-0.4827662408351898,0.3422693610191345,-0.06440502405166626,0.9374396800994873,-0.04634080082178116,0.022029028754762814,0.05255766123699945,0.047015436530576,0.27830479323224405,0.001970768016910618,0.09141388370084756,-0.04547856081534357,-0.10829018558558937,0.07263529488115039,-0.5615215178719911,-0.041166580068192245,0.25307703527299097,0.08929982794198625,-0.44061059189326035,0.23197488797544524,-0.06022754663527012,0.08962661165916673,-0.44259112560846825,0.013787065085175293,0.09203884863440258,-0.04315416582116399,-0.31045562134280624,0.22644776502584762,0.11214666440414853,-0.1782119354336984,-0.3961776478640688,0.204871433443075,-0.19473145381903129,-0.07254920888833255,0.2419593383011912,0.08889911222144752,0.02859150718168252,-0.23793352248073835,0.1404218903850777,0.13732435752337205,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.10300000000000008
