episode,reward,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38
10,0.3744590047615104,0.5311750173568726,-0.14814798533916473,0.3406146466732025,-0.15047380328178406,-0.5870449542999268,0.5168028473854065,-0.2695363163948059,0.3747963309288025,0.23652079701423645,-0.5778074860572815,0.4256410002708435,0.17821645736694336,0.41507390327713994,-0.11698762912103351,0.06459649313062381,-0.3265761054464569,-0.12191949815291833,-0.8943341362810103,-0.09410563527554391,0.12285954846865349,-0.35634363871755953,-0.15652897558013554,-0.6031639861906034,0.4929078008366599,-0.09397420141921833,-0.27641464913749186,0.2850922271094556,-0.22911841083754617,-0.2925984707134095,-0.2354246901706821,-0.2113230551596137,-0.4103042542323387,0.13108154972863298,-0.3982719505976857,-0.38435416895899105,0.36149063215815647,0.45580190432022516,-0.03883163189486021,-0.05751876454111011,0.7827996802189852,-0.4507632768944419,-0.16592042577951277,-0.09423068466932707,0.7086629068853331,-0.23793352248073835,-0.5118807149481038,-0.5210562819042032,-0.29968354220892324,-0.43353058801804634,-0.3485424771702926,0.010000000000000002
11,0.4006129909590359,0.6441559791564941,-0.296159029006958,0.2957293391227722,0.28550446033477783,-0.1305060088634491,0.5499203205108643,0.062100932002067566,0.1832137256860733,0.017175093293190002,-0.20698200166225433,1.2859461307525635,-0.22195157408714294,0.35177206770200664,-0.12567399781982888,0.06387657860249445,-0.3161345233577769,-0.12441433634843789,-1.0035433264485771,-0.08870137613614468,0.11390455143934218,-0.37298438563279435,-0.0889056056033084,-0.5017608803470336,0.48302281545072673,-0.1355822237607601,-0.23045183478852135,0.23816690198181747,-0.2613429188583473,-0.3267186312955698,-0.28303760690516033,-0.2763500113797944,-0.2614145115345485,0.07379353774935977,-0.4172151085173421,-0.315930653101996,0.4201247626753353,0.45188052258000955,-0.009790039663193265,0.05485172673740214,0.5205657020002568,-0.47150958817235805,-0.09485870353338524,0.025572345554840503,0.8256144736476514,-0.23793352248073835,-0.5118807149481038,-0.5210562819042032,-0.29968354220892324,-0.43353058801804634,-0.3485424771702926,0.011000000000000003
12,0.28268399464159677,-0.06896662712097168,-0.5406152009963989,0.35080260038375854,0.1989029049873352,0.35804134607315063,0.07814250886440277,0.3477470874786377,-0.16909077763557434,0.379302054643631,-0.03917168080806732,1.3977481126785278,-0.19611917436122894,0.28122266911130106,-0.13190631162582464,0.06326279169576275,-0.3027711278409778,-0.14399152983289865,-1.1162446193867788,-0.08465749393953383,0.10346722068814254,-0.37588610544937534,0.020212077326731675,-0.4075001498292179,0.43433028704617227,-0.16824438228212268,-0.17201434642426927,0.19962642372241057,-0.17038139567870914,-0.36192497084770625,-0.26751488823458475,-0.3133060136809091,-0.1271363682567429,0.01866044875695013,-0.3811468525335732,-0.23731076674464346,0.48066954104570975,0.4522551453479555,0.008922626651120405,0.1400465770734694,0.43508896750993714,-0.46671928717714684,0.10510014983604388,0.13954867092626866,0.6942485692337311,-0.23793352248073835,-0.5118807149481038,-0.5210562819042032,-0.29968354220892324,-0.43353058801804634,-0.3485424771702926,0.012000000000000004
13,0.30927324481093216,0.22057828307151794,-0.6736717224121094,0.16591046750545502,-0.03420227766036987,0.626426100730896,0.038467373698949814,0.6928764581680298,-0.7790148258209229,-0.23752616345882416,-0.11920344829559326,1.4694044589996338,-0.7050732374191284,0.20346049965852403,-0.13504346225596386,0.06292302391661977,-0.29462883152757013,-0.1523005050776034,-1.226423608605045,-0.08389065677489028,0.0934222868710314,-0.3681541336980823,0.061504572295007616,-0.3297166266440106,0.339574075005947,-0.1909309768356247,-0.11513144840531006,0.1728293728271631,-0.12251817972346939,-0.38995996353550944,-0.1962348732954856,-0.339096118962195,-0.11368630758853493,-0.02832416107293422,-0.3189312040346573,-0.1582883780519848,0.4438921634772957,0.4581894827207914,-0.010641388678272419,0.21682770069090845,0.4126277756219561,-0.42507744653309104,0.3267144727193543,0.23363633890855326,0.562179710066669,-0.23793352248073835,-0.5118807149481038,-0.5210562819042032,-0.29968354220892324,-0.43353058801804634,-0.3485424771702926,0.013000000000000005
14,0.6009913888347296,0.021802127361297607,-0.7102041244506836,-0.03274621069431305,-0.05232509970664978,0.6587419509887695,0.7896870970726013,0.3221754729747772,-0.2330385148525238,-0.47335654497146606,-0.14070579409599304,1.1124285459518433,0.17899811267852783,0.11855471256565732,-0.1352200913021172,0.06290336573393285,-0.2932685691733333,-0.16037364032193355,-1.3355086275586536,-0.08372048648367447,0.08629247489833641,-0.3517061814758475,0.13968953509433715,-0.27410939140001145,0.22093003374169137,-0.205251635503131,-0.06501050256548767,0.1447686255342617,-0.1617194300921463,-0.4050989396603135,-0.07198319912908051,-0.36423010692012103,-0.1216660339986873,-0.06224771372759676,-0.1943375401668235,-0.10209117631598374,0.2555249785747521,0.45503842963432983,-0.021539537340547334,0.28410487633554266,0.3404559647357739,-0.3438480651448537,0.5650941928829049,0.27575784835476097,0.08605118414804816,-0.23793352248073835,-0.5118807149481038,-0.5210562819042032,-0.29968354220892324,-0.43353058801804634,-0.3485424771702926,0.014000000000000005
15,0.9053500325333692,-0.1494382619857788,-1.2014784812927246,0.0033368170261383057,0.9924412965774536,0.16219717264175415,-0.7543160915374756,0.3760964870452881,0.2375866025686264,-0.2134000062942505,-0.7937964200973511,1.8734230995178223,-0.23963741958141327,0.03052557080682817,-0.13194719829984106,0.0632585412778845,-0.26327846072547756,-0.09533957323171492,-1.2001949303705335,-0.05964949458145568,0.07774976862797298,-0.3276131628989688,0.16268466259820605,-0.2186590160258456,0.5310629696460875,-0.21078162973642472,0.018479168945695085,0.08314928127196262,-0.7714604773678789,-0.4018220929038296,0.1301633011791526,-0.345650121110682,0.46341538088017387,-0.08526121780578935,-0.16396181924153969,-0.08075717303839067,-0.1858687306826743,0.4418876719883541,-0.12412713491550967,0.3333151648322843,0.1634990943986648,-0.2529089871986438,0.09642463066582033,0.29798442443204987,0.2709585959096908,-0.23793352248073835,-0.5118807149481038,-0.5210562819042032,-0.29968354220892324,-0.43353058801804634,-0.3485424771702926,0.015000000000000006
16,1.1216190596279958,-0.24523614346981049,0.9770753383636475,0.2220485955476761,1.1104557514190674,0.702147364616394,0.6211130619049072,-0.5600728392601013,-2.030547857284546,-0.3520157039165497,-0.06445463746786118,0.4923557639122009,-0.5869626402854919,0.012279753634154006,-0.122927154620609,0.06412137610717017,-0.14228105143932981,0.05078826034386936,-0.06844719131135824,-0.041561557870407835,0.09504646875438298,-0.29219227085441263,0.2657533257474242,-0.14988755456920863,0.2932287996632934,-0.19697329612553252,0.10408155782188593,-0.0591362458388886,-0.67738180372901,-0.38334704795800767,0.14210877727697255,-0.32758771021739425,0.035372702895935366,-0.10155491065198743,-0.0903023805250437,-0.004642282130974999,0.6564726989915666,0.4261385829453336,-0.07015279962181752,0.31846190958259507,-0.22095522372675722,-0.2227384865158224,0.22894127183415613,0.3181224164251058,0.10825408774830766,-0.23793352248073835,-0.5118807149481038,-0.5210562819042032,-0.29968354220892324,-0.43353058801804634,0.2194090290465463,0.016000000000000007
17,1.0237367272686184,0.675042986869812,0.0690256804227829,0.6783046126365662,0.32776302099227905,0.6988053321838379,0.4736558496952057,0.3338836133480072,-0.5958024859428406,-0.7602748870849609,-0.9008305072784424,0.6276364326477051,-0.9067521095275879,0.011077457512967603,-0.11379895735577392,0.06482123397593652,-0.12859518824444696,0.09929394370264669,-0.005744538371687313,-0.043954002572104314,0.10049250194090723,-0.2560854416157099,0.2343001146599815,-0.05720248894565111,0.5215526046308654,-0.1775108012632284,0.12891112179437558,-0.1547971780621037,-0.4255310181214492,-0.36132916750033817,0.18690879510746858,-0.29967126730743493,0.21163258741261662,-0.10699553334118056,-0.03214709109839337,0.023414431907303697,-0.04404971538015673,0.41456436821044595,-0.07215117210761053,0.3165227922681473,-0.00460526912343017,-0.18355568139816628,0.24566860866208526,0.3350275815027983,0.1044548332027697,-0.23793352248073835,-0.5118807149481038,0.13732435752337205,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.017000000000000008
18,1.1185965885869646,0.261420339345932,1.4429618120193481,0.8320965766906738,-0.8804163932800293,0.9432059526443481,-0.3782917261123657,-0.5821292996406555,-0.5494076013565063,-1.2332286834716797,-0.5115734934806824,-0.5447905659675598,-1.1023938655853271,0.010552970738456981,-0.1029478580767542,0.06542652004691171,-0.12558468103840614,0.07457662244490353,0.03976044699660688,-0.04321043888951616,0.09716529840579995,-0.22763220456317357,0.19596267848417437,-0.030629768774911546,0.112856386287794,-0.13978865840660765,0.2385572567451575,-0.17013153559966404,-0.09829999432849665,-0.32715315035436215,0.29731586427301776,-0.2389519893066945,0.3726724963781922,-0.10501497855201847,0.044191073512786457,0.009891381800310238,-0.10589512744532749,0.40107568128224724,-0.07354485378627812,0.3157180356816946,-0.01049024272858488,-0.13348683802406364,0.32679642052891333,0.35002182696076106,0.06860783691825766,-0.23793352248073835,0.1404218903850777,0.13732435752337205,0.2572228803167308,0.1716759142708999,0.2194090290465463,0.01800000000000001
19,1.203275033903823,1.308642029762268,2.1507201194763184,1.4885694980621338,-0.853760838508606,0.04744848608970642,0.2425829917192459,-1.2371121644973755,1.286348819732666,-0.6237255334854126,-0.10564778745174408,-0.5546190738677979,-0.0996001735329628,0.015709537901936684,-0.09275573455348765,0.06577106954616772,-0.11610638096042301,0.06034555603620179,0.07986544443515507,-0.033117950725230376,0.09159507896097416,-0.20113973766769166,0.18146026652372244,-0.005314299094347188,0.120064664561316,-0.10296061570192173,0.22212674699170984,-0.18593026468506266,-0.0707410217186774,-0.2850490289884523,0.3502958276823388,-0.18151351970889087,0.2532764492028081,-0.10837825430965196,-0.051658281341836296,-0.019155253466738967,-0.21048747312669522,0.38525969438563945,-0.08775960595485156,0.31513818345492134,-0.008410911580912731,-0.09176978158239786,0.19979557582214466,0.3014895978771684,-0.5597362141208589,0.3230323106973156,0.1404218903850777,-0.5210562819042032,0.2572228803167308,0.1716759142708999,0.2194090290465463,0.01900000000000001
20,1.3129213688911043,1.076465129852295,1.7069982290267944,1.4128327369689941,-0.4247908890247345,-0.04943176358938217,-0.3698078989982605,-0.3540337383747101,0.8442012071609497,-0.950708270072937,-0.2484949231147766,-0.5734970569610596,0.5267171859741211,0.019404654999619048,-0.08329164366826926,0.06589672252469363,-0.09412653764564054,0.04973843514948953,0.0669480198136648,-0.024485905767241925,0.0839797003095857,-0.1724156121321647,0.1984826394297267,0.021620878208506243,0.12894217774802091,-0.06559214421728898,0.22594346363325685,-0.1964998803603196,-0.03777463671809488,-0.24164494210494908,0.31844744609353876,-0.12402381751333082,0.3059133456860768,-0.12765496208761987,-0.18898406690931055,-0.025866740061975174,0.04981578763225246,0.36684970217055934,-0.10555721826853337,0.31621422307953906,0.004349329145725682,-0.06915704856805097,0.09179929290934616,0.2108657671028403,-0.6366693785527354,0.3230323106973156,0.1404218903850777,-0.5210562819042032,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.02000000000000001
21,1.4916655829901968,0.731059193611145,1.1676169633865356,1.1240355968475342,-0.1494862586259842,0.12638536095619202,-0.3718707859516144,0.08178822696208954,-0.2696899473667145,-1.015296459197998,-0.5402406454086304,-0.050767213106155396,0.15468646585941315,0.02274355217565434,-0.07479077881596898,0.06585023357915021,-0.0734953297184987,0.045090809726266654,0.059682261056547656,-0.016470063937091783,0.07511730606496614,-0.14221511397360964,0.20652693959245125,0.0497917202249395,0.13287906959912713,-0.02824584407350859,0.225772356861853,-0.2011246485879153,-0.0075261370687787965,-0.2030945913292349,0.280988635143647,-0.07521600759789347,0.211495407836503,-0.1602311279295997,-0.2586852540365324,0.0061622625632030605,0.2608204696822878,0.34521771960471515,-0.12243086578679051,0.3190252052657685,0.011646337303891488,-0.06419024909477314,-0.007860498348341762,0.144764126341387,-0.3308159071409879,0.3230323106973156,0.1404218903850777,-0.5210562819042032,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.02100000000000001
22,1.5711358846227357,0.8287454843521118,0.668246328830719,1.096147894859314,-0.4904322028160095,0.22633223235607147,-0.5279903411865234,0.35821443796157837,-0.1597466766834259,-1.0240740776062012,-0.35051119327545166,-0.4585069715976715,0.21514415740966797,0.02563024116555677,-0.06653161533697483,0.06566055868133311,-0.052966303082373906,0.048059895779939216,0.051563212479146886,-0.009536005401989565,0.06598932616037176,-0.11078196660968348,0.21404459182858193,0.07734276974119246,0.12513683597629197,0.009955038294607813,0.23441259655138516,-0.20104256568831153,0.014887001787632604,-0.1663818375334804,0.2812388700036608,-0.04682679057155261,0.10758343258414332,-0.1967605745736804,-0.24942966524950894,0.045689822871444664,0.16936833234533252,0.32131603124904706,-0.13160248400818136,0.32247734638837156,0.012409482839985074,-0.06474854509502252,-0.0014844353116489483,0.10434259386135053,-0.24277008163048575,0.3230323106973156,0.1404218903850777,-0.5210562819042032,-0.29968354220892324,0.1716759142708999,0.2194090290465463,0.022000000000000013
23,1.5690273308367453,0.9529061317443848,0.5607167482376099,1.2466626167297363,-0.669287919998169,0.9021371603012085,0.43876636028289795,0.28363463282585144,0.03040836751461029,-1.032963514328003,0.06632623076438904,-0.9175403118133545,0.35343581438064575,0.028010764494304775,-0.05807790097367209,0.06531893134436839,-0.04104532763459018,0.05194933657578998,0.04422408776167884,-0.003843500473280283,0.057378456912639944,-0.07903968617681616,0.21786092547886154,0.10187761836636028,0.11167352984169013,0.04914495770770773,0.23922232882488967,-0.19711648552866903,0.03532931796490805,-0.12830909900439724,0.29735035354763434,-0.04452361546260013,-0.03302890427092215,-0.2216381646952955,-0.11706505098665682,0.0584928960639678,0.04652282316963585,0.2963067885966877,-0.1369274480853097,0.3256398837073507,0.009775726648295261,-0.07205085072667786,-0.06834855930550363,0.08070461966570629,-0.11817895978272196,0.3230323106973156,0.1404218903850777,-0.5210562819042032,0.2572228803167308,0.1716759142708999,-0.3485424771702926,0.023000000000000013
24,1.7107508242573388,0.9760788679122925,0.5156872272491455,1.0861636400222778,-0.8229113817214966,0.2934242784976959,-0.20943154394626617,0.7560223340988159,-0.16949760913848877,-1.067837119102478,-0.08299179375171661,-0.7794857025146484,-0.03416068106889725,0.03018199604577203,-0.049103556995459895,0.0647928093063757,-0.029618364956960252,0.05655536918313496,0.042403094735549644,0.001137630498440049,0.04838254031717546,-0.04438931828702902,0.24276159134725658,0.125587875806004,0.10754128731213076,0.08986962764721977,0.25067367678978475,-0.18978219487709186,0.05342048711148071,-0.08200469951046281,0.38916465284604934,-0.0431505374855001,0.0405699778714047,-0.23281024701712277,-0.06805987915569556,0.06674240684994849,0.04662502000104072,0.2704758776834192,-0.13918553645365658,0.32791067473129093,0.0038618950853833173,-0.09826767600296679,-0.20621996837620168,0.08347310155892959,0.08283916453142487,0.3230323106973156,0.1404218903850777,-0.5210562819042032,0.2572228803167308,0.1716759142708999,-0.3485424771702926,0.024000000000000014
25,1.9090135706070195,0.3174878656864166,0.46152955293655396,0.8836408853530884,-0.3888416290283203,0.2478102445602417,0.2907070517539978,0.2991134226322174,-0.28483328223228455,-1.1624765396118164,0.2084200084209442,-0.1045231968164444,0.0751023143529892,0.0319261660372816,-0.03928614427082585,0.06402441344932248,-0.02121473817566675,0.052348979869483725,0.034129910437691126,0.004976788503707297,0.0395076263040537,-0.006572100683625027,0.2656077249594911,0.14707407227729027,0.09527844107005941,0.13214808430249558,0.25943624970082,-0.17861439679290136,0.0756865762739613,-0.028613840798386917,0.4221842340782625,-0.044708215457690784,-0.024754379805901627,-0.2349793204123472,0.023000123061988655,0.0758142288409774,0.05090991331184523,0.24491300121664286,-0.13618697653267217,0.3294298054612658,0.00047871720909806805,-0.14596843667040682,-0.324671555891062,0.09212120798620746,0.023723871517917917,0.3230323106973156,0.1404218903850777,-0.5210562819042032,0.2572228803167308,0.1716759142708999,-0.3485424771702926,0.025000000000000015
26,1.95591109116293,0.3789675235748291,0.4045056700706482,0.8113204836845398,-0.3390027582645416,-0.46075984835624695,0.4103935658931732,0.10759603977203369,-0.3032330274581909,-0.9878279566764832,0.24234774708747864,0.057033196091651917,-0.2421550154685974,0.033038149846747474,-0.029025359578450084,0.06300564141412834,-0.002461665964052693,0.050650589711376634,0.025953313453674492,0.007600381226200943,0.02948036125887655,0.034696258962105576,0.28610681847442426,0.16704086722941286,0.08966382183229149,0.17553311333064778,0.2628794173911352,-0.1622363014265135,0.10772019769164273,0.027393465205227854,0.43277107095080086,-0.044239507420496246,0.025055860390106825,-0.23023286316999386,0.04482794602129021,0.08411315103686948,0.03496176667919308,0.21818911992816262,-0.14761443135658925,0.3306735818718626,-8.672108239186815e-05,-0.20156525406951667,-0.32841944341492985,0.09614755893698676,0.013490337830060446,0.3230323106973156,0.1404218903850777,-0.5210562819042032,0.2572228803167308,0.1716759142708999,-0.3485424771702926,0.026000000000000016
